,no_sd,focal_species,treatment_level,yes_n,no_n,organ,no_mean,treatment,invasive_species,interaction_type,yes_sd,yes_mean,study_id,native_functional_group,invasive_functional_group,latitude,longitude,collection_year
1048,0.211331831,Galeopsis speciosa,IMP-PO1 & IMP-PO2 - low_nutrients - high_light,8,8,Root mass,0.3005,nutrients & shading,Impatiens parviflora,interaction,0.128844092,0.275,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1049,0.211331831,Galeopsis speciosa,IMP-PO1 & IMP-TEP - low_nutrients - high_light,8,8,Root mass,0.3005,nutrients & shading,Impatiens parviflora,interaction,0.249390495,0.482428571,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1050,0.211331831,Galeopsis speciosa,IMP-PO1 & IMP-TEP1 - low_nutrients - high_light,8,8,Root mass,0.3005,nutrients & shading,Impatiens parviflora,interaction,0.132383911,0.321666667,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1051,0.116898817,Galeopsis speciosa,IMP-SED1 & IMP-TEP - low_nutrients - high_light,3,3,Root mass,0.352333333,nutrients & shading,Impatiens parviflora,interaction,0.249390495,0.482428571,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1052,0.116898817,Galeopsis speciosa,IMP-SED1 & IMP-TEP1 - low_nutrients - high_light,3,3,Root mass,0.352333333,nutrients & shading,Impatiens parviflora,interaction,0.132383911,0.321666667,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1053,0.592615821,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,Root mass,0.8572,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1054,0.268973605,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.5906,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1055,0.416276631,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.9287,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1056,0.385606723,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.6669,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1057,0.287003755,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,Root mass,0.4936,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1058,0.097580736,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.366,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1059,0.481112513,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1060,0.399485516,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1061,0.410772565,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,Root mass,0.3999,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1062,0.233180009,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.46875,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1063,0.316040521,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1064,0.193282177,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1065,0.051056613,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,Root mass,0.215444444,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1066,0.067724934,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1067,0.080884397,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.54943064,1.321555556,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1068,0.268973605,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.5906,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1069,0.416276631,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.9287,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1070,0.385606723,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.6669,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1071,0.097580736,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.366,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1072,0.481112513,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1073,0.399485516,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1074,0.233180009,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.46875,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1075,0.316040521,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1076,0.193282177,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1077,0.067724934,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1078,0.080884397,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.263819909,0.557777778,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1079,0.416276631,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.9287,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1080,0.385606723,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.6669,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1081,0.481112513,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1082,0.399485516,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1083,0.316040521,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1084,0.193282177,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1085,0.067724934,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1086,0.080884397,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.578434717,1.1185,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1087,0.416276631,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.9287,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1088,0.385606723,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.6669,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1089,0.481112513,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1090,0.399485516,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1091,0.316040521,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1092,0.193282177,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1093,0.067724934,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - high_light,10,10,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1094,0.080884397,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - high_light,10,10,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.617317458,1.0202,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1095,0.287003755,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - low_light,10,10,Root mass,0.4936,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1096,0.097580736,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - low_light,10,10,Root mass,0.366,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1097,0.481112513,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - low_light,10,10,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1098,0.399485516,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - low_light,10,10,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1099,0.051056613,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - low_light,10,10,Root mass,0.215444444,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1100,0.067724934,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - low_light,10,10,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1101,0.080884397,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - low_light,10,10,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.426941266,1.0428,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1102,0.097580736,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - low_light,8,8,Root mass,0.366,nutrients & shading,Impatiens parviflora,control_alone,0.155319716,0.37825,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1103,0.481112513,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - low_light,8,8,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.155319716,0.37825,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1104,0.399485516,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - low_light,8,8,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.155319716,0.37825,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1105,0.067724934,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - low_light,8,8,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.155319716,0.37825,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1106,0.080884397,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - low_light,8,8,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.155319716,0.37825,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1107,0.481112513,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - low_light,9,9,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.26619213,0.672,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1108,0.399485516,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - low_light,9,9,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.26619213,0.672,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1109,0.067724934,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - low_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.26619213,0.672,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1110,0.080884397,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - low_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.26619213,0.672,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1111,0.481112513,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - low_light,9,9,Root mass,0.753,nutrients & shading,Impatiens parviflora,control_alone,0.838895024,1.104888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1112,0.399485516,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - low_light,9,9,Root mass,0.7743,nutrients & shading,Impatiens parviflora,control_alone,0.838895024,1.104888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1113,0.067724934,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - low_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.838895024,1.104888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1114,0.080884397,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - low_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.838895024,1.104888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1115,0.410772565,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - high_light,10,10,Root mass,0.3999,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1116,0.233180009,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - low_nutrients - high_light,10,10,Root mass,0.46875,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1117,0.316040521,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - high_light,10,10,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1118,0.193282177,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - high_light,10,10,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1119,0.051056613,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - high_light,10,10,Root mass,0.215444444,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1120,0.067724934,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - high_light,10,10,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1121,0.080884397,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - high_light,10,10,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.178036201,0.617,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1122,0.233180009,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - low_nutrients - high_light,10,10,Root mass,0.46875,nutrients & shading,Impatiens parviflora,control_alone,0.168633594,0.3872,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1123,0.316040521,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - high_light,10,10,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.168633594,0.3872,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1124,0.193282177,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - high_light,10,10,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.168633594,0.3872,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1125,0.067724934,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - high_light,10,10,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.168633594,0.3872,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1126,0.080884397,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - high_light,10,10,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.168633594,0.3872,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1127,0.316040521,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - high_light,8,8,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.113461683,0.431125,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1128,0.193282177,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - high_light,8,8,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.113461683,0.431125,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1129,0.067724934,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - high_light,8,8,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.113461683,0.431125,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1130,0.080884397,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - high_light,8,8,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.113461683,0.431125,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1131,0.316040521,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - high_light,9,9,Root mass,0.516111111,nutrients & shading,Impatiens parviflora,control_alone,0.181208444,0.377333333,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1132,0.193282177,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - high_light,9,9,Root mass,0.426666667,nutrients & shading,Impatiens parviflora,control_alone,0.181208444,0.377333333,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1133,0.067724934,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - high_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.181208444,0.377333333,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1134,0.080884397,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - high_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.181208444,0.377333333,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1135,0.051056613,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - low_light,9,9,Root mass,0.215444444,nutrients & shading,Impatiens parviflora,control_alone,0.15158331,0.418666667,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1136,0.067724934,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - low_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.15158331,0.418666667,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1137,0.080884397,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - low_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.15158331,0.418666667,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1138,0.067724934,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - low_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.099118616,0.188,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1139,0.080884397,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - low_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.099118616,0.188,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1140,0.067724934,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - low_light,9,9,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.073156415,0.245111111,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1141,0.080884397,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - low_light,9,9,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.073156415,0.245111111,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1142,0.067724934,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - low_light,10,10,Root mass,0.268666667,nutrients & shading,Impatiens parviflora,control_alone,0.191993663,0.3327,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1143,0.080884397,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - low_light,10,10,Root mass,0.2445,nutrients & shading,Impatiens parviflora,control_alone,0.191993663,0.3327,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1144,0.378980738,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,Root mass,0.4522,nutrients & shading,Impatiens parviflora,interaction,0.409760431,1.010888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1145,0.409208484,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - high_light,9,9,Root mass,0.49675,nutrients & shading,Impatiens parviflora,interaction,0.409760431,1.010888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1146,0.418470814,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,Root mass,0.8984,nutrients & shading,Impatiens parviflora,interaction,0.409760431,1.010888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
1147,0.683118698,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,Root mass,0.8224,nutrients & shading,Impatiens parviflora,interaction,0.409760431,1.010888889,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
